,animal,start target go rate,end target go rate,condition
0,AE_344,55.76217922911125,77.18434105808039,opto
1,AE_346,73.12014577400872,63.73390043587319,opto
2,AE_367,57.62107741647384,87.229024053396,opto
3,AE_350,48.356695968955414,96.20827285921625,control
4,AE_359,59.86625429300589,75.72115384615385,control
5,AE_418,50.88133307647852,89.58823529411765,control
6,AE_498,73.0392156862745,93.52294109133015,control
7,AE_351,68.25973386376114,97.13281539030706,control
