,animal,session,cluster ID,phase,condition,FR modulation
357,BS_87,BS_87_5_AC.pickle,99,post early,behaving,31.680290644868304
358,BS_87,BS_87_5_AC.pickle,101,post early,behaving,7.128082736674625
359,BS_87,BS_87_6_AC.pickle,44,post early,behaving,4.934383202099737
360,BS_87,BS_87_8_AC.pickle,1,post late,behaving,2.9571984435797676
361,BS_87,BS_87_8_AC.pickle,2,post late,behaving,0.6560846560846563
362,BS_87,BS_87_8_AC.pickle,11,post late,behaving,0.9124767225325885
363,BS_87,BS_87_8_AC.pickle,45,post late,behaving,9.925512104283085
364,BS_87,BS_87_8_AC.pickle,66,post late,behaving,0.6553672316384178
365,BS_87,BS_87_9_AC.pickle,3,post late,behaving,1.171875000000001
366,BS_87,BS_87_9_AC.pickle,4,post late,behaving,0.7956104252400539
367,BS_87,BS_87_9_AC.pickle,6,post late,behaving,1.1709601873536302
368,BS_87,BS_87_9_AC.pickle,27,post late,behaving,1.5749235474006134
369,BS_87,BS_87_9_AC.pickle,46,post late,behaving,0.5756731662024147
370,BS_87,BS_87_9_AC.pickle,60,post late,behaving,1.430745814307458
371,BS_87,BS_87_9_AC.pickle,87,post late,behaving,0.5787037037037044
372,BS_87,BS_87_9_AC.pickle,131,post late,behaving,1.221964423820572
373,BS_87,BS_87_9_AC.pickle,135,post late,behaving,1.0678210678210664
374,DS_15,DS_15_14_AC.pickle,31,post expert,behaving,12.597701149425287
375,DS_15,DS_15_14_AC.pickle,36,post expert,behaving,5.011494252873567
376,DS_15,DS_15_14_AC.pickle,41,post expert,behaving,10.666666666666663
377,DS_15,DS_15_14_AC.pickle,44,post expert,behaving,18.896551724137936
378,DS_15,DS_15_14_AC.pickle,52,post expert,behaving,10.482758620689644
379,DS_15,DS_15_14_AC.pickle,58,post expert,behaving,10.89655172413793
380,DS_15,DS_15_14_AC.pickle,59,post expert,behaving,2.0229885057471244
381,DS_15,DS_15_14_AC.pickle,65,post expert,behaving,2.8965517241379257
382,DS_15,DS_15_14_AC.pickle,66,post expert,behaving,5.885057471264375
383,DS_15,DS_15_14_AC.pickle,73,post expert,behaving,0.41379310344827586
384,DS_15,DS_15_14_AC.pickle,84,post expert,behaving,1.7931034482758625
385,DS_15,DS_15_14_AC.pickle,114,post expert,behaving,16.32183908045977
386,DS_15,DS_15_14_AC.pickle,137,post expert,behaving,1.241379310344828
387,DS_15,DS_15_14_AC.pickle,146,post expert,behaving,3.4482758620689644
388,DS_15,DS_15_15_AC.pickle,0,post expert,behaving,3.9393939393939403
389,DS_15,DS_15_15_AC.pickle,6,post expert,behaving,30.688705234159762
390,DS_15,DS_15_15_AC.pickle,7,post expert,behaving,2.033333333333335
391,DS_15,DS_15_15_AC.pickle,10,post expert,behaving,3.3884297520661173
392,DS_15,DS_15_15_AC.pickle,12,post expert,behaving,8.870523415977955
393,DS_15,DS_15_15_AC.pickle,28,post expert,behaving,2.6446280991735525
394,DS_15,DS_15_15_AC.pickle,29,post expert,behaving,3.2782369146005497
395,DS_15,DS_15_15_AC.pickle,36,post expert,behaving,3.608815426997243
396,DS_15,DS_15_15_AC.pickle,46,post expert,behaving,1.460055096418733
397,DS_15,DS_15_15_AC.pickle,66,post expert,behaving,6.363636363636362
398,DS_15,DS_15_15_AC.pickle,78,post expert,behaving,5.344352617079895
399,DS_15,DS_15_15_AC.pickle,88,post expert,behaving,3.0303030303030316
400,DS_15,DS_15_15_AC.pickle,111,post expert,behaving,1.9283746556473833
401,DS_15,DS_15_15_AC.pickle,113,post expert,behaving,12.28650137741047
402,DS_15,DS_15_16_AC.pickle,17,post expert,behaving,3.454345434543459
403,DS_15,DS_15_16_AC.pickle,23,post expert,behaving,20.330033003300322
404,DS_15,DS_15_16_AC.pickle,26,post expert,behaving,17.469746974697454
405,DS_15,DS_15_16_AC.pickle,27,post expert,behaving,6.138613861386135
406,DS_15,DS_15_16_AC.pickle,32,post expert,behaving,6.2926292629262734
407,DS_15,DS_15_16_AC.pickle,35,post expert,behaving,1.8701870187018705
408,DS_15,DS_15_16_AC.pickle,38,post expert,behaving,2.9702970297029694
409,DS_15,DS_15_16_AC.pickle,40,post expert,behaving,3.1023102310231043
410,DS_15,DS_15_16_AC.pickle,48,post expert,behaving,7.524752475247523
411,DS_15,DS_15_16_AC.pickle,68,post expert,behaving,8.444444444444443
412,DS_15,DS_15_16_AC.pickle,69,post expert,behaving,13.962804005722464
413,DS_15,DS_15_16_AC.pickle,72,post expert,behaving,1.8041804180418053
414,DS_15,DS_15_16_AC.pickle,73,post expert,behaving,1.8921892189218927
415,DS_15,DS_15_16_AC.pickle,77,post expert,behaving,90.45104510451036
416,DS_15,DS_15_17_AC.pickle,0,post expert,behaving,2.258953168044077
417,DS_15,DS_15_17_AC.pickle,15,post expert,behaving,4.022038567493117
418,DS_15,DS_15_17_AC.pickle,28,post expert,behaving,1.871345029239766
419,DS_15,DS_15_17_AC.pickle,54,post expert,behaving,2.4517906336088164
420,DS_15,DS_15_1_AC.pickle,3,pre expert,behaving,7.025948103792412
421,DS_15,DS_15_1_AC.pickle,5,pre expert,behaving,5.029940119760474
422,DS_15,DS_15_1_AC.pickle,22,pre expert,behaving,3.5129740518962067
423,DS_15,DS_15_1_AC.pickle,46,pre expert,behaving,11.976047904191617
424,DS_15,DS_15_1_AC.pickle,49,pre expert,behaving,3.512974051896207
425,DS_15,DS_15_1_AC.pickle,52,pre expert,behaving,2.355289421157685
426,DS_15,DS_15_1_AC.pickle,59,pre expert,behaving,6.107784431137721
427,DS_15,DS_15_1_AC.pickle,81,pre expert,behaving,3.1936127744510974
428,DS_15,DS_15_1_AC.pickle,87,pre expert,behaving,56.287425149700596
429,DS_19,DS_19_18_AC.pickle,4,post expert,behaving,1.6969696969696966
430,DS_19,DS_19_18_AC.pickle,6,post expert,behaving,1.4787878787878799
431,DS_19,DS_19_18_AC.pickle,10,post expert,behaving,10.5939393939394
432,DS_19,DS_19_18_AC.pickle,30,post expert,behaving,1.818181818181817
433,DS_19,DS_19_19_AC.pickle,2,post expert,behaving,8.825396825396819
434,DS_19,DS_19_19_AC.pickle,21,post expert,behaving,35.269841269841265
435,DS_19,DS_19_19_AC.pickle,27,post expert,behaving,3.1746031746031784
436,DS_19,DS_19_19_AC.pickle,38,post expert,behaving,1.0158730158730158
437,DS_19,DS_19_19_AC.pickle,42,post expert,behaving,12.126984126984127
438,DS_19,DS_19_19_AC.pickle,45,post expert,behaving,1.501831501831502
439,DS_19,DS_19_1_AC.pickle,12,pre expert,behaving,0.3921568627450981
440,DS_19,DS_19_1_AC.pickle,14,pre expert,behaving,0.7092198581560281
441,DS_19,DS_19_1_AC.pickle,15,pre expert,behaving,0.4232804232804235
442,DS_19,DS_19_1_AC.pickle,41,pre expert,behaving,6.619385342789598
443,DS_19,DS_19_1_AC.pickle,68,pre expert,behaving,3.2151300236406586
444,DS_19,DS_19_1_AC.pickle,96,pre expert,behaving,2.54606365159129
445,DS_19,DS_19_20_AC.pickle,7,post expert,behaving,3.6614853195164114
446,DS_19,DS_19_20_AC.pickle,8,post expert,behaving,2.867012089810018
447,DS_19,DS_19_20_AC.pickle,14,post expert,behaving,4.939550949913645
448,AE_229,AE_229_1_passive_AC.pickle,0,5,passive,27.757936507936506
449,AE_229,AE_229_1_passive_AC.pickle,9,5,passive,10.485762144053616
450,AE_229,AE_229_1_passive_AC.pickle,25,5,passive,33.95309882747072
451,AE_229,AE_229_1_passive_AC.pickle,45,5,passive,4.103852596314908
452,AE_229,AE_229_1_passive_AC.pickle,64,5,passive,61.27303182579564
453,AE_229,AE_229_1_passive_AC.pickle,156,5,passive,29.815745393634888
454,AE_229,AE_229_1_passive_AC.pickle,189,5,passive,6.1306532663316595
455,AE_229,AE_229_1_passive_AC.pickle,308,5,passive,8.38541666666667
456,AE_229,AE_229_1_passive_AC.pickle,345,5,passive,8.693467336683417
457,AE_229,AE_229_1_passive_AC.pickle,346,5,passive,0.6700167504187601
458,AE_229,AE_229_2_passive_AC.pickle,42,6,passive,18.30820770519263
459,AE_229,AE_229_2_passive_AC.pickle,59,6,passive,1.9008264462809914
460,AE_229,AE_229_2_passive_AC.pickle,141,6,passive,6.61641541038526
461,AE_229,AE_229_2_passive_AC.pickle,151,6,passive,20.402010050251235
462,AE_229,AE_229_2_passive_AC.pickle,156,6,passive,5.8291457286432165
463,AE_229,AE_229_2_passive_AC.pickle,157,6,passive,13.873873873873872
464,AE_229,AE_229_2_passive_AC.pickle,178,6,passive,46.03015075376885
465,AE_229,AE_229_2_passive_AC.pickle,179,6,passive,13.082077051926296
466,AE_229,AE_229_2_passive_AC.pickle,185,6,passive,9.095477386934679
467,AE_229,AE_229_2_passive_AC.pickle,191,6,passive,15.661641541038511
468,AE_229,AE_229_2_passive_AC.pickle,194,6,passive,20.451127819548876
469,AE_229,AE_229_2_passive_AC.pickle,204,6,passive,0.9553478712357216
470,AE_229,AE_229_2_passive_AC.pickle,217,6,passive,5.812395309882742
471,AE_229,AE_229_2_passive_AC.pickle,324,6,passive,1.0468319559228652
472,AE_229,AE_229_2_passive_AC.pickle,381,6,passive,31.256281407035186
473,AE_229,AE_229_2_passive_AC.pickle,396,6,passive,6.700167504187604
474,AE_229,AE_229_2_passive_AC.pickle,412,6,passive,43.61538461538461
475,AE_229,AE_229_2_passive_AC.pickle,419,6,passive,41.816239316239326
476,AE_229,AE_229_2_passive_AC.pickle,424,6,passive,31.285140562248994
477,AE_229,AE_229_3_passive_AC.pickle,2,6,passive,57.118927973199284
478,AE_229,AE_229_3_passive_AC.pickle,4,6,passive,14.958123953098822
479,AE_229,AE_229_3_passive_AC.pickle,10,6,passive,8.542713567839199
480,AE_229,AE_229_3_passive_AC.pickle,53,6,passive,40.502512562814104
481,AE_229,AE_229_3_passive_AC.pickle,67,6,passive,14.572864321608042
482,AE_229,AE_229_3_passive_AC.pickle,77,6,passive,3.4840871021775524
483,AE_229,AE_229_3_passive_AC.pickle,92,6,passive,7.805695142378562
484,AE_229,AE_229_3_passive_AC.pickle,99,6,passive,12.96482412060302
485,AE_229,AE_229_4_passive_AC.pickle,49,6,passive,62.763819095477395
486,AE_229,AE_229_4_passive_AC.pickle,107,6,passive,26.247906197654938
487,AE_229,AE_229_4_passive_AC.pickle,126,6,passive,17.712418300653592
488,AE_229,AE_229_4_passive_AC.pickle,130,6,passive,18.724168912848153
489,AE_229,AE_229_5_passive_AC.pickle,18,6,passive,14.015401540154013
490,AE_229,AE_229_5_passive_AC.pickle,90,6,passive,54.143049932523645
491,AE_229,AE_229_5_passive_AC.pickle,120,6,passive,11.807909604519772
492,AE_229,AE_229_5_passive_AC.pickle,125,6,passive,16.499162479061965
493,AE_229,AE_229_5_passive_AC.pickle,176,6,passive,23.71967654986522
494,AE_229,AE_229_6_passive_AC.pickle,0,6,passive,2.780569514237855
495,AE_229,AE_229_6_passive_AC.pickle,29,6,passive,0.8542713567839199
496,AE_229,AE_229_6_passive_AC.pickle,40,6,passive,25.762144053601347
497,AE_229,AE_229_6_passive_AC.pickle,41,6,passive,7.386934673366836
498,AE_229,AE_229_6_passive_AC.pickle,42,6,passive,10.325203252032523
499,AE_229,AE_229_6_passive_AC.pickle,43,6,passive,24.173027989821882
500,AE_229,AE_229_6_passive_AC.pickle,48,6,passive,16.515912897822446
501,AE_229,AE_229_6_passive_AC.pickle,58,6,passive,1.2227805695142384
502,AE_229,AE_229_6_passive_AC.pickle,64,6,passive,9.849246231155785
503,AE_229,AE_229_6_passive_AC.pickle,68,6,passive,1.7834394904458606
504,AE_229,AE_229_6_passive_AC.pickle,71,6,passive,12.077051926298159
505,AE_229,AE_229_6_passive_AC.pickle,79,6,passive,23.701842546063638
506,AE_229,AE_229_6_passive_AC.pickle,86,6,passive,6.264656616415408
507,AE_229,AE_229_6_passive_AC.pickle,91,6,passive,19.798994974874365
508,AE_229,AE_229_6_passive_AC.pickle,92,6,passive,15.387840670859537
509,AE_229,AE_229_6_passive_AC.pickle,97,6,passive,7.4036850921273025
510,AE_229,AE_229_6_passive_AC.pickle,101,6,passive,14.827201783723526
511,AE_229,AE_229_6_passive_AC.pickle,103,6,passive,6.013400335008376
512,AE_229,AE_229_6_passive_AC.pickle,116,6,passive,22.48995983935742
513,AE_229,AE_229_6_passive_AC.pickle,129,6,passive,16.683417085427127
514,AE_229,AE_229_6_passive_AC.pickle,134,6,passive,3.919597989949748
515,AE_229,AE_229_6_passive_AC.pickle,144,6,passive,5.323193916349811
516,AE_229,AE_229_6_passive_AC.pickle,147,6,passive,1.7792068595927115
517,AE_229,AE_229_6_passive_AC.pickle,153,6,passive,15.962441314553987
518,AE_229,AE_229_6_passive_AC.pickle,158,6,passive,27.973199329983245
519,AE_229,AE_229_7_passive_AC.pickle,33,6,passive,23.04635761589404
520,AE_229,AE_229_7_passive_AC.pickle,39,6,passive,10.353200883002211
521,AE_229,AE_229_7_passive_AC.pickle,44,6,passive,32.74509803921568
522,AE_229,AE_229_7_passive_AC.pickle,105,6,passive,19.296482412060293
523,AE_229,AE_229_7_passive_AC.pickle,107,6,passive,8.679962013295356
524,AE_229,AE_229_7_passive_AC.pickle,110,6,passive,10.048590864917413
525,AE_229,AE_229_7_passive_AC.pickle,152,6,passive,2.3264907135874853
526,AE_229,AE_229_7_passive_AC.pickle,154,6,passive,15.963718820861674
527,AE_229,AE_229_7_passive_AC.pickle,157,6,passive,26.389610389610393
528,AE_229,AE_229_7_passive_AC.pickle,173,6,passive,1.1894882434301517
529,AE_294,AE_294_1_passive_AC.pickle,5,3,passive,6.013400335008375
530,AE_294,AE_294_1_passive_AC.pickle,17,3,passive,19.04522613065326
531,AE_294,AE_294_1_passive_AC.pickle,29,3,passive,19.664991624790613
532,AE_294,AE_294_1_passive_AC.pickle,133,3,passive,6.214405360134005
533,AE_294,AE_294_1_passive_AC.pickle,137,3,passive,2.8475711892797335
534,AE_294,AE_294_1_passive_AC.pickle,149,3,passive,18.509212730318243
535,AE_294,AE_294_1_passive_AC.pickle,162,3,passive,27.893864013266995
536,AE_294,AE_294_1_passive_AC.pickle,182,3,passive,16.0919540229885
537,AE_294,AE_294_2_passive_AC.pickle,6,3,passive,53.1155778894472
538,AE_294,AE_294_2_passive_AC.pickle,75,3,passive,11.316526610644257
539,AE_294,AE_294_2_passive_AC.pickle,112,3,passive,5.326633165829141
540,AE_294,AE_294_2_passive_AC.pickle,123,3,passive,42.39530988274706
541,AE_294,AE_294_2_passive_AC.pickle,144,3,passive,0.8877721943048563
542,AE_294,AE_294_2_passive_AC.pickle,169,3,passive,5.607064017660042
543,AE_294,AE_294_2_passive_AC.pickle,242,3,passive,10.603015075376893
544,AE_294,AE_294_2_passive_AC.pickle,280,3,passive,7.766323024054981
545,AE_294,AE_294_2_passive_AC.pickle,315,3,passive,0.9892473118279569
546,AE_294,AE_294_2_passive_AC.pickle,348,3,passive,10.190476190476181
547,AE_294,AE_294_2_passive_AC.pickle,355,3,passive,8.962075848303394
548,AE_294,AE_294_2_passive_AC.pickle,356,3,passive,28.301886792452827
549,AE_294,AE_294_2_passive_AC.pickle,359,3,passive,10.737018425460633
550,AE_294,AE_294_2_passive_AC.pickle,361,3,passive,9.456681350954474
551,AE_294,AE_294_3_passive_AC.pickle,8,4,passive,11.974842767295604
552,AE_294,AE_294_3_passive_AC.pickle,18,4,passive,2.8763440860215064
553,AE_294,AE_294_3_passive_AC.pickle,45,4,passive,41.239530988274694
554,AE_294,AE_294_3_passive_AC.pickle,47,4,passive,49.514237855946405
555,AE_294,AE_294_3_passive_AC.pickle,68,4,passive,12.247557003257333
556,AE_294,AE_294_3_passive_AC.pickle,74,4,passive,2.499999999999999
557,AE_294,AE_294_3_passive_AC.pickle,87,4,passive,17.655677655677643
558,AE_294,AE_294_3_passive_AC.pickle,96,4,passive,1.3232830820770518
559,AE_294,AE_294_3_passive_AC.pickle,103,4,passive,11.289782244556122
560,AE_294,AE_294_3_passive_AC.pickle,108,4,passive,6.046901172529308
561,AE_294,AE_294_3_passive_AC.pickle,169,4,passive,5.265151515151515
562,AE_294,AE_294_3_passive_AC.pickle,177,4,passive,45.40293040293041
563,AE_294,AE_294_3_passive_AC.pickle,212,4,passive,16.28140703517587
564,AE_294,AE_294_4_passive_AC.pickle,110,4,passive,25.326633165829158
565,AE_294,AE_294_4_passive_AC.pickle,128,4,passive,26.800670016750413
566,AE_294,AE_294_4_passive_AC.pickle,132,4,passive,8.184615384615386
567,AE_294,AE_294_4_passive_AC.pickle,140,4,passive,8.65185185185185
568,AE_294,AE_294_4_passive_AC.pickle,190,4,passive,9.179229480737026
569,AE_294,AE_294_4_passive_AC.pickle,253,4,passive,53.383584589614706
570,AE_294,AE_294_5_passive_AC.pickle,23,4,passive,23.316582914572873
571,AE_294,AE_294_5_passive_AC.pickle,27,4,passive,11.356783919597987
572,AE_294,AE_294_5_passive_AC.pickle,54,4,passive,2.395309882747067
573,AE_294,AE_294_5_passive_AC.pickle,71,4,passive,14.053601340033497
574,AE_294,AE_294_5_passive_AC.pickle,88,4,passive,2.4561403508771935
575,AE_294,AE_294_5_passive_AC.pickle,108,4,passive,24.61215932914046
576,AE_294,AE_294_5_passive_AC.pickle,114,4,passive,15.2428810720268
577,AE_294,AE_294_5_passive_AC.pickle,135,4,passive,44.63986599664993
578,AE_294,AE_294_5_passive_AC.pickle,148,4,passive,15.27638190954772
579,AE_294,AE_294_5_passive_AC.pickle,158,4,passive,1.8592964824120606
580,AE_294,AE_294_5_passive_AC.pickle,183,4,passive,23.048576214405383
581,AE_294,AE_294_5_passive_AC.pickle,215,4,passive,52.91457286432162
582,AE_294,AE_294_5_passive_AC.pickle,229,4,passive,26.734006734006726
583,AE_294,AE_294_5_passive_AC.pickle,234,4,passive,18.475711892797314
584,AE_294,AE_294_5_passive_AC.pickle,247,4,passive,1.3806706114398415
585,AE_294,AE_294_5_passive_AC.pickle,255,4,passive,7.805695142378562
586,AE_294,AE_294_5_passive_AC.pickle,276,4,passive,14.72049689440994
587,AE_294,AE_294_5_passive_AC.pickle,280,4,passive,20.4355108877722
588,LA_204,LA_204_5_passive_AC.pickle,24,4,passive,19.594594594594593
589,LA_204,LA_204_5_passive_AC.pickle,38,4,passive,15.008375209380224
590,LA_204,LA_204_5_passive_AC.pickle,52,4,passive,5.159817351598177
591,LA_204,LA_204_5_passive_AC.pickle,53,4,passive,41.85061315496099
592,LA_204,LA_204_5_passive_AC.pickle,58,4,passive,2.200854700854699
593,LA_204,LA_204_6_passive_AC.pickle,32,5,passive,21.189279731993302
594,LA_204,LA_204_6_passive_AC.pickle,45,5,passive,7.487437185929653
595,LA_204,LA_204_6_passive_AC.pickle,48,5,passive,1.2873563218390804
596,LA_205,LA_205_3_passive_AC.pickle,21,4,passive,4.6733668341708485
597,LA_205,LA_205_3_passive_AC.pickle,32,4,passive,8.782051282051281
598,LA_205,LA_205_3_passive_AC.pickle,37,4,passive,12.675438596491228
599,LA_205,LA_205_3_passive_AC.pickle,69,4,passive,26.05095541401271
600,LA_205,LA_205_3_passive_AC.pickle,70,4,passive,4.708333333333334
601,LA_205,LA_205_3_passive_AC.pickle,90,4,passive,11.407035175879404
602,LA_205,LA_205_4_passive_AC.pickle,31,4,passive,21.809045226130642
603,LA_205,LA_205_4_passive_AC.pickle,56,4,passive,3.9698492462311528
604,LA_205,LA_205_4_passive_AC.pickle,99,4,passive,23.618090452261303
605,LA_205,LA_205_4_passive_AC.pickle,103,4,passive,16.465661641541033
606,LA_205,LA_205_4_passive_AC.pickle,111,4,passive,13.18257956448911
607,LA_205,LA_205_4_passive_AC.pickle,114,4,passive,36.281407035175924
608,LA_205,LA_205_4_passive_AC.pickle,123,4,passive,7.972027972027972
609,LA_205,LA_205_5_passive_AC.pickle,191,4,passive,10.708661417322837
610,LA_205,LA_205_5_passive_AC.pickle,209,4,passive,7.891891891891889
611,TH_200,TH_200_1_passive_AC.pickle,1,5,passive,2.6800670016750385
612,TH_200,TH_200_1_passive_AC.pickle,85,5,passive,11.892797319933004
613,TH_200,TH_200_1_passive_AC.pickle,92,5,passive,9.815745393634849
614,TH_200,TH_200_1_passive_AC.pickle,95,5,passive,1.887550200803213
615,TH_200,TH_200_1_passive_AC.pickle,137,5,passive,9.357798165137611
616,TH_200,TH_200_1_passive_AC.pickle,145,5,passive,5.765765765765766
617,TH_200,TH_200_1_passive_AC.pickle,167,5,passive,2.562814070351761
618,TH_200,TH_200_1_passive_AC.pickle,201,5,passive,22.139303482587074
619,TH_200,TH_200_1_passive_AC.pickle,315,5,passive,5.393634840871026
620,TH_200,TH_200_2_passive_AC.pickle,25,5,passive,23.431952662721876
621,TH_200,TH_200_2_passive_AC.pickle,36,5,passive,17.58793969849246
622,TH_200,TH_200_2_passive_AC.pickle,74,5,passive,24.907872696817428
623,TH_200,TH_200_2_passive_AC.pickle,79,5,passive,1.7049808429118778
624,TH_200,TH_200_4_passive_AC.pickle,108,6,passive,6.532663316582916
625,TH_200,TH_200_4_passive_AC.pickle,159,6,passive,8.07207207207207
626,TH_201,TH_201_1_passive_AC.pickle,111,1,passive,9.564489112227808
627,TH_201,TH_201_1_passive_AC.pickle,140,1,passive,4.703703703703705
628,TH_201,TH_201_1_passive_AC.pickle,148,1,passive,4.400440044004397
629,TH_201,TH_201_1_passive_AC.pickle,187,1,passive,11.527224435590975
630,TH_201,TH_201_1_passive_AC.pickle,209,1,passive,19.07872696817417
631,TH_201,TH_201_1_passive_AC.pickle,212,1,passive,16.448911222780566
632,TH_201,TH_201_1_passive_AC.pickle,214,1,passive,13.271317829457363
633,TH_201,TH_201_1_passive_AC.pickle,236,1,passive,17.59057971014495
634,TH_201,TH_201_1_passive_AC.pickle,240,1,passive,32.93132328308208
635,TH_201,TH_201_1_passive_AC.pickle,256,1,passive,25.644891122278064
636,TH_201,TH_201_1_passive_AC.pickle,273,1,passive,18.107202680066976
637,TH_201,TH_201_1_passive_AC.pickle,295,1,passive,9.262981574539376
638,TH_201,TH_201_1_passive_AC.pickle,307,1,passive,33.160733549083055
639,TH_201,TH_201_1_passive_AC.pickle,318,1,passive,3.605870020964361
640,TH_201,TH_201_1_passive_AC.pickle,358,1,passive,55.12562814070349
641,TH_201,TH_201_1_passive_AC.pickle,361,1,passive,35.795644891122265
642,TH_201,TH_201_1_passive_AC.pickle,390,1,passive,28.927973199329994
643,TH_201,TH_201_2_passive_AC.pickle,44,1,passive,16.968174204355105
644,TH_201,TH_201_2_passive_AC.pickle,67,1,passive,6.994152046783625
645,TH_201,TH_201_2_passive_AC.pickle,213,1,passive,11.222780569514233
646,TH_201,TH_201_2_passive_AC.pickle,219,1,passive,13.585585585585584
647,TH_201,TH_201_2_passive_AC.pickle,237,1,passive,5.271966527196652
648,TH_201,TH_201_2_passive_AC.pickle,269,1,passive,16.309963099630995
649,TH_201,TH_201_2_passive_AC.pickle,290,1,passive,4.299516908212562
650,TH_201,TH_201_3_passive_AC.pickle,13,1,passive,17.52834467120181
651,TH_201,TH_201_3_passive_AC.pickle,26,1,passive,2.5293132328308214
652,TH_201,TH_201_3_passive_AC.pickle,37,1,passive,35.788479697828144
653,TH_201,TH_201_3_passive_AC.pickle,40,1,passive,15.611390284757118
654,TH_201,TH_201_3_passive_AC.pickle,41,1,passive,39.02847571189282
655,TH_201,TH_201_3_passive_AC.pickle,66,1,passive,26.700167504187608
656,TH_201,TH_201_3_passive_AC.pickle,76,1,passive,0.6419753086419752
657,TH_201,TH_201_3_passive_AC.pickle,95,1,passive,35.8626465661642
658,TH_201,TH_201_3_passive_AC.pickle,130,1,passive,9.497487437185937
659,TH_201,TH_201_3_passive_AC.pickle,133,1,passive,18.140703517587934
660,TH_201,TH_201_3_passive_AC.pickle,164,1,passive,15.349593495934965
661,TH_201,TH_201_3_passive_AC.pickle,205,1,passive,1.7624521072796926
662,TH_201,TH_201_3_passive_AC.pickle,254,1,passive,8.350515463917526
663,TH_201,TH_201_4_passive_AC.pickle,79,1,passive,0.887772194304858
664,TH_201,TH_201_4_passive_AC.pickle,98,1,passive,40.93802345058626
665,TH_201,TH_201_4_passive_AC.pickle,141,1,passive,15.527638190954766
666,TH_201,TH_201_4_passive_AC.pickle,211,1,passive,26.18090452261307
667,TH_201,TH_201_4_passive_AC.pickle,293,1,passive,22.44556113902846
668,TH_201,TH_201_5_passive_AC.pickle,7,2,passive,9.346733668341706
669,TH_201,TH_201_5_passive_AC.pickle,8,2,passive,23.17460317460317
670,TH_201,TH_201_5_passive_AC.pickle,12,2,passive,15.018726591760299
671,TH_201,TH_201_5_passive_AC.pickle,55,2,passive,6.951423785594631
672,TH_201,TH_201_5_passive_AC.pickle,80,2,passive,9.514237855946401
673,TH_201,TH_201_5_passive_AC.pickle,83,2,passive,32.65359477124181
674,TH_201,TH_201_5_passive_AC.pickle,125,2,passive,34.50586264656617
675,TH_201,TH_201_5_passive_AC.pickle,229,2,passive,12.026800670016746
676,TH_203,TH_203_2_passive_AC.pickle,119,1,passive,5.443886097152427
677,TH_203,TH_203_2_passive_AC.pickle,127,1,passive,22.110552763819108
678,TH_203,TH_203_2_passive_AC.pickle,136,1,passive,1.725293132328309
679,TH_203,TH_203_5_passive_AC.pickle,7,2,passive,13.249581239530988
680,TH_203,TH_203_5_passive_AC.pickle,29,2,passive,2.7901234567901234
681,TH_203,TH_203_5_passive_AC.pickle,69,2,passive,29.346733668341727
682,TH_203,TH_203_5_passive_AC.pickle,71,2,passive,17.33668341708542
683,TH_203,TH_203_5_passive_AC.pickle,112,2,passive,0.7537688442211047
684,TH_203,TH_203_5_passive_AC.pickle,128,2,passive,12.261306532663317
685,TH_230,TH_230_1_passive_AC.pickle,1,5,passive,42.55451713395643
686,TH_230,TH_230_1_passive_AC.pickle,30,5,passive,7.855946398659972
687,TH_230,TH_230_1_passive_AC.pickle,35,5,passive,23.56756756756758
688,TH_230,TH_230_1_passive_AC.pickle,38,5,passive,107.61904761904762
689,TH_230,TH_230_1_passive_AC.pickle,54,5,passive,17.252931323283068
690,TH_230,TH_230_1_passive_AC.pickle,77,5,passive,15.678391959798983
691,TH_230,TH_230_1_passive_AC.pickle,85,5,passive,4.840871021775539
692,TH_230,TH_230_1_passive_AC.pickle,108,5,passive,41.273031825795655
693,TH_230,TH_230_1_passive_AC.pickle,136,5,passive,25.510887772194305
694,TH_230,TH_230_1_passive_AC.pickle,140,5,passive,38.572719060523944
695,TH_230,TH_230_1_passive_AC.pickle,149,5,passive,2.613065326633167
696,TH_230,TH_230_1_passive_AC.pickle,156,5,passive,2.110552763819095
697,TH_230,TH_230_1_passive_AC.pickle,165,5,passive,22.757936507936506
698,TH_230,TH_230_1_passive_AC.pickle,166,5,passive,1.9483568075117363
699,TH_230,TH_230_1_passive_AC.pickle,186,5,passive,10.318257956448917
700,TH_230,TH_230_1_passive_AC.pickle,187,5,passive,34.57286432160803
701,TH_230,TH_230_1_passive_AC.pickle,207,5,passive,2.4086021505376345
702,TH_230,TH_230_1_passive_AC.pickle,259,5,passive,6.805074971164934
703,TH_230,TH_230_1_passive_AC.pickle,262,5,passive,24.623115577889493
704,TH_230,TH_230_1_passive_AC.pickle,263,5,passive,8.601307189542485
705,TH_230,TH_230_1_passive_AC.pickle,265,5,passive,16.786188579017264
706,TH_230,TH_230_1_passive_AC.pickle,282,5,passive,11.16339869281046
707,TH_230,TH_230_2_passive_AC.pickle,0,6,passive,48.442211055276374
708,TH_230,TH_230_2_passive_AC.pickle,53,6,passive,2.270742358078602
709,TH_230,TH_230_2_passive_AC.pickle,72,6,passive,51.80904522613064
710,TH_230,TH_230_2_passive_AC.pickle,73,6,passive,8.375209380234512
711,TH_230,TH_230_2_passive_AC.pickle,80,6,passive,108.4757118927973
712,TH_230,TH_230_2_passive_AC.pickle,146,6,passive,3.6180904522613067
