,animal,session,cluster ID,learning phase,Stim decoding accuracy,FR modulation
336,BS_72,BS_72_6_AC.pickle,57,post late,0.564613131,3.713768115942031
337,BS_72,BS_72_6_AC.pickle,61,post late,0.603373872,9.069373942470387
338,BS_72,BS_72_6_AC.pickle,65,post late,0.810151018,2.0788530465949817
339,BS_72,BS_72_7_AC.pickle,12,post late,0.587088127,1.0836277974087158
340,BS_72,BS_72_7_AC.pickle,14,post late,0.57321072,17.723132969034598
341,BS_72,BS_72_7_AC.pickle,15,post late,0.648873895,5.373406193078319
342,BS_72,BS_72_7_AC.pickle,16,post late,0.62471321,13.806921675774136
343,BS_72,BS_72_7_AC.pickle,33,post late,0.662019673,50.692167577413485
344,BS_72,BS_72_8_AC.pickle,5,post late,0.589200481,11.756978653530378
345,BS_72,BS_72_8_AC.pickle,10,post late,0.572315188,31.724137931034477
346,BS_72,BS_72_8_AC.pickle,23,post late,0.576201122,8.243021346469627
347,BS_72,BS_72_9_AC.pickle,8,post late,0.654206729,10.048309178743963
348,BS_72,BS_72_9_AC.pickle,11,post late,0.648663735,4.806763285024148
349,BS_87,BS_87_10_AC.pickle,4,post expert,0.562068731,7.348484848484848
350,BS_87,BS_87_11_AC.pickle,1,post expert,0.608088715,0.6403013182674195
351,BS_87,BS_87_11_AC.pickle,4,post expert,0.687982562,5.68738229755179
352,BS_87,BS_87_12_AC.pickle,9,nan,0.609934249,2.807017543859649
353,BS_87,BS_87_12_AC.pickle,15,nan,0.580607975,1.5789473684210522
354,BS_87,BS_87_1_AC.pickle,7,pre expert,0.609586467,3.197831978319783
355,BS_87,BS_87_1_AC.pickle,12,pre expert,0.714628849,29.97289972899729
356,BS_87,BS_87_1_AC.pickle,30,pre expert,0.559716171,1.8970189701897027
357,BS_87,BS_87_1_AC.pickle,39,pre expert,0.816116066,67.80487804878047
358,BS_87,BS_87_2_AC.pickle,25,pre expert,0.875939428,28.447837150127228
359,BS_87,BS_87_4_AC.pickle,3,post early,0.795158237,25.031446540880523
360,BS_87,BS_87_4_AC.pickle,15,post early,0.581171727,4.685534591194957
361,BS_87,BS_87_4_AC.pickle,18,post early,0.725494487,5.424528301886788
362,BS_87,BS_87_4_AC.pickle,19,post early,0.567466648,2.9874213836478005
363,BS_87,BS_87_4_AC.pickle,26,post early,0.871462306,33.738848337388504
364,BS_87,BS_87_4_AC.pickle,27,post early,0.563914639,23.09748427672956
365,BS_87,BS_87_4_AC.pickle,33,post early,0.586945359,3.0660377358490445
366,BS_87,BS_87_4_AC.pickle,34,post early,0.793327997,22.123142250530776
367,BS_87,BS_87_4_AC.pickle,38,post early,0.796577349,23.238993710691823
368,BS_87,BS_87_4_AC.pickle,44,post early,0.601579613,21.63934426229508
369,BS_87,BS_87_4_AC.pickle,45,post early,0.590275919,5.786163522012576
370,BS_87,BS_87_4_AC.pickle,57,post early,0.595742451,31.69811320754721
371,BS_87,BS_87_4_AC.pickle,73,post early,0.705287094,18.3018867924528
372,BS_87,BS_87_4_AC.pickle,74,post early,0.776560592,7.738478027867095
373,BS_87,BS_87_4_AC.pickle,80,post early,0.591020595,9.066666666666668
374,BS_87,BS_87_4_AC.pickle,82,post early,0.583211947,15.297619047619047
375,BS_87,BS_87_4_AC.pickle,115,post early,0.651546967,28.467309753483388
376,BS_87,BS_87_4_AC.pickle,124,post early,0.569802684,1.3153153153153143
377,BS_87,BS_87_4_AC.pickle,141,post early,0.606049761,16.58805031446541
378,BS_87,BS_87_4_AC.pickle,162,post early,0.56512841,11.132075471698109
379,BS_87,BS_87_4_AC.pickle,172,post early,0.663174579,7.169811320754737
380,BS_87,BS_87_4_AC.pickle,187,post early,0.672328266,24.64285714285714
381,BS_87,BS_87_4_AC.pickle,211,post early,0.584558096,7.844311377245513
382,BS_87,BS_87_4_AC.pickle,219,post early,0.581133917,6.338797814207649
383,BS_87,BS_87_5_AC.pickle,7,post early,0.645907765,11.471758154335719
384,BS_87,BS_87_5_AC.pickle,11,post early,0.575591797,2.9912490055688106
385,BS_87,BS_87_5_AC.pickle,14,post early,0.593349385,5.218774860779645
386,BS_87,BS_87_5_AC.pickle,35,post early,0.617590493,3.9140811455847233
387,BS_87,BS_87_5_AC.pickle,37,post early,0.571314226,3.3731105807478103
388,BS_87,BS_87_5_AC.pickle,47,post early,0.590439217,10.857699805068227
389,BS_87,BS_87_5_AC.pickle,49,post early,0.582226248,25.266666666666662
390,BS_87,BS_87_5_AC.pickle,83,post early,0.564418412,18.806682577565628
391,BS_87,BS_87_5_AC.pickle,87,post early,0.619500528,17.056483691328552
392,BS_87,BS_87_5_AC.pickle,93,post early,0.748846096,15.672235481304691
393,BS_87,BS_87_5_AC.pickle,99,post early,0.922384405,31.680290644868304
394,BS_87,BS_87_5_AC.pickle,101,post early,0.652453335,7.128082736674625
395,BS_87,BS_87_6_AC.pickle,44,post early,0.635295662,4.934383202099737
396,BS_87,BS_87_8_AC.pickle,1,post late,0.621821783,2.9571984435797676
397,BS_87,BS_87_8_AC.pickle,2,post late,0.661214665,0.6560846560846563
398,BS_87,BS_87_8_AC.pickle,11,post late,0.614829647,0.9124767225325885
399,BS_87,BS_87_8_AC.pickle,45,post late,0.601445167,9.925512104283085
400,BS_87,BS_87_8_AC.pickle,66,post late,0.563911593,0.6553672316384178
401,BS_87,BS_87_9_AC.pickle,3,post late,0.571193375,1.171875000000001
402,BS_87,BS_87_9_AC.pickle,4,post late,0.574251729,0.7956104252400539
403,BS_87,BS_87_9_AC.pickle,6,post late,0.568737708,1.1709601873536302
404,BS_87,BS_87_9_AC.pickle,27,post late,0.607970297,1.5749235474006134
405,BS_87,BS_87_9_AC.pickle,46,post late,0.567515629,0.5756731662024147
406,BS_87,BS_87_9_AC.pickle,60,post late,0.564785296,1.430745814307458
407,BS_87,BS_87_9_AC.pickle,87,post late,0.577472301,0.5787037037037044
408,BS_87,BS_87_9_AC.pickle,131,post late,0.560280482,1.221964423820572
409,BS_87,BS_87_9_AC.pickle,135,post late,0.569907568,1.0678210678210664
410,DS_15,DS_15_14_AC.pickle,31,post expert,0.593339306,12.597701149425287
411,DS_15,DS_15_14_AC.pickle,36,post expert,0.574963756,5.011494252873567
412,DS_15,DS_15_14_AC.pickle,41,post expert,0.640973198,10.666666666666663
413,DS_15,DS_15_14_AC.pickle,44,post expert,0.60493192,18.896551724137936
414,DS_15,DS_15_14_AC.pickle,52,post expert,0.619794637,10.482758620689644
415,DS_15,DS_15_14_AC.pickle,58,post expert,0.653960067,10.89655172413793
416,DS_15,DS_15_14_AC.pickle,59,post expert,0.591187712,2.0229885057471244
417,DS_15,DS_15_14_AC.pickle,65,post expert,0.583041433,2.8965517241379257
418,DS_15,DS_15_14_AC.pickle,66,post expert,0.775259412,5.885057471264375
419,DS_15,DS_15_14_AC.pickle,73,post expert,0.575190716,0.41379310344827586
420,DS_15,DS_15_14_AC.pickle,84,post expert,0.677324814,1.7931034482758625
421,DS_15,DS_15_14_AC.pickle,114,post expert,0.678394171,16.32183908045977
422,DS_15,DS_15_14_AC.pickle,137,post expert,0.750528432,1.241379310344828
423,DS_15,DS_15_14_AC.pickle,146,post expert,0.642057172,3.4482758620689644
424,DS_15,DS_15_15_AC.pickle,0,post expert,0.583354885,3.9393939393939403
425,DS_15,DS_15_15_AC.pickle,6,post expert,0.78260877,30.688705234159762
426,DS_15,DS_15_15_AC.pickle,7,post expert,0.73769577,2.033333333333335
427,DS_15,DS_15_15_AC.pickle,10,post expert,0.572166463,3.3884297520661173
428,DS_15,DS_15_15_AC.pickle,12,post expert,0.610726286,8.870523415977955
429,DS_15,DS_15_15_AC.pickle,28,post expert,0.591936133,2.6446280991735525
430,DS_15,DS_15_15_AC.pickle,29,post expert,0.632286602,3.2782369146005497
431,DS_15,DS_15_15_AC.pickle,36,post expert,0.634251034,3.608815426997243
432,DS_15,DS_15_15_AC.pickle,46,post expert,0.588373079,1.460055096418733
433,DS_15,DS_15_15_AC.pickle,66,post expert,0.583877841,6.363636363636362
434,DS_15,DS_15_15_AC.pickle,78,post expert,0.608670388,5.344352617079895
435,DS_15,DS_15_15_AC.pickle,88,post expert,0.587087427,3.0303030303030316
436,DS_15,DS_15_15_AC.pickle,111,post expert,0.608991237,1.9283746556473833
437,DS_15,DS_15_15_AC.pickle,113,post expert,0.602017648,12.28650137741047
438,DS_15,DS_15_16_AC.pickle,17,post expert,0.589832427,3.454345434543459
439,DS_15,DS_15_16_AC.pickle,23,post expert,0.613282304,20.330033003300322
440,DS_15,DS_15_16_AC.pickle,26,post expert,0.833444244,17.469746974697454
441,DS_15,DS_15_16_AC.pickle,27,post expert,0.680994513,6.138613861386135
442,DS_15,DS_15_16_AC.pickle,32,post expert,0.75159958,6.2926292629262734
443,DS_15,DS_15_16_AC.pickle,35,post expert,0.564589989,1.8701870187018705
444,DS_15,DS_15_16_AC.pickle,38,post expert,0.697193399,2.9702970297029694
445,DS_15,DS_15_16_AC.pickle,40,post expert,0.572849371,3.1023102310231043
446,DS_15,DS_15_16_AC.pickle,48,post expert,0.618616124,7.524752475247523
447,DS_15,DS_15_16_AC.pickle,68,post expert,0.594,8.444444444444443
448,DS_15,DS_15_16_AC.pickle,69,post expert,0.610551433,13.962804005722464
449,DS_15,DS_15_16_AC.pickle,72,post expert,0.611601364,1.8041804180418053
450,DS_15,DS_15_16_AC.pickle,73,post expert,0.638176109,1.8921892189218927
451,DS_15,DS_15_16_AC.pickle,77,post expert,0.867853369,90.45104510451036
452,DS_15,DS_15_17_AC.pickle,0,post expert,0.662104286,2.258953168044077
453,DS_15,DS_15_17_AC.pickle,15,post expert,0.646036191,4.022038567493117
454,DS_15,DS_15_17_AC.pickle,28,post expert,0.571761555,1.871345029239766
455,DS_15,DS_15_17_AC.pickle,54,post expert,0.577482032,2.4517906336088164
456,DS_15,DS_15_1_AC.pickle,3,pre expert,0.611973594,7.025948103792412
457,DS_15,DS_15_1_AC.pickle,5,pre expert,0.709394441,5.029940119760474
458,DS_15,DS_15_1_AC.pickle,22,pre expert,0.593051254,3.5129740518962067
459,DS_15,DS_15_1_AC.pickle,46,pre expert,0.685197888,11.976047904191617
460,DS_15,DS_15_1_AC.pickle,49,pre expert,0.566098545,3.512974051896207
461,DS_15,DS_15_1_AC.pickle,52,pre expert,0.561824243,2.355289421157685
462,DS_15,DS_15_1_AC.pickle,59,pre expert,0.641367789,6.107784431137721
463,DS_15,DS_15_1_AC.pickle,81,pre expert,0.750075821,3.1936127744510974
464,DS_15,DS_15_1_AC.pickle,87,pre expert,0.767423582,56.287425149700596
465,DS_19,DS_19_18_AC.pickle,4,post expert,0.709188084,1.6969696969696966
466,DS_19,DS_19_18_AC.pickle,6,post expert,0.597737264,1.4787878787878799
467,DS_19,DS_19_18_AC.pickle,10,post expert,0.913784361,10.5939393939394
468,DS_19,DS_19_18_AC.pickle,30,post expert,0.760786413,1.818181818181817
469,DS_19,DS_19_19_AC.pickle,2,post expert,0.924707966,8.825396825396819
470,DS_19,DS_19_19_AC.pickle,21,post expert,0.933081115,35.269841269841265
471,DS_19,DS_19_19_AC.pickle,27,post expert,0.615951494,3.1746031746031784
472,DS_19,DS_19_19_AC.pickle,38,post expert,0.751036425,1.0158730158730158
473,DS_19,DS_19_19_AC.pickle,42,post expert,0.691284404,12.126984126984127
474,DS_19,DS_19_19_AC.pickle,45,post expert,0.636477301,1.501831501831502
475,DS_19,DS_19_1_AC.pickle,12,pre expert,0.605296235,0.3921568627450981
476,DS_19,DS_19_1_AC.pickle,14,pre expert,0.587556409,0.7092198581560281
477,DS_19,DS_19_1_AC.pickle,15,pre expert,0.617972997,0.4232804232804235
478,DS_19,DS_19_1_AC.pickle,41,pre expert,0.686776521,6.619385342789598
479,DS_19,DS_19_1_AC.pickle,68,pre expert,0.684454078,3.2151300236406586
480,DS_19,DS_19_1_AC.pickle,96,pre expert,0.613773192,2.54606365159129
481,DS_19,DS_19_20_AC.pickle,7,post expert,0.882686855,3.6614853195164114
482,DS_19,DS_19_20_AC.pickle,8,post expert,0.836354496,2.867012089810018
483,DS_19,DS_19_20_AC.pickle,14,post expert,0.928753595,4.939550949913645
