,animal,d',condition
0,BS_86,-0.021465854610376683,opto
1,BS_119,-0.2579705497771045,opto
2,BS_123,0.044592371090969286,opto
3,BS_128,-0.14423034020578615,opto
4,BS_131,-0.1779394308100515,opto
5,BS_163,0.043397546086718274,opto
6,BS_174,-0.08232310347196108,opto
7,AE_267,1.9779532130610231,control
8,AO_273,2.091625356056649,control
9,AE_287,1.7412280057902445,control
10,AE_312,2.175740887215872,control
