,animal,session,cluster ID,learning phase,FR modulation
368,BS_42,BS_42_2_AC.pickle,62,post early,4.186666666666664
369,BS_42,BS_42_2_AC.pickle,64,post early,6.693333333333342
370,BS_42,BS_42_2_AC.pickle,82,post early,19.83999999999999
371,BS_42,BS_42_2_AC.pickle,85,post early,47.17333333333328
372,BS_42,BS_42_2_AC.pickle,86,post early,22.45333333333335
373,BS_42,BS_42_2_AC.pickle,131,post early,1.3199999999999996
374,BS_50,BS_50_2_AC.pickle,2,pre early,8.217054263565892
375,BS_50,BS_50_2_AC.pickle,14,pre early,13.901808785529713
376,BS_50,BS_50_2_AC.pickle,23,pre early,4.702842377260982
377,BS_50,BS_50_2_AC.pickle,35,pre early,27.338501291989672
378,BS_50,BS_50_2_AC.pickle,79,pre early,3.049095607235142
379,BS_50,BS_50_2_AC.pickle,83,pre early,2.8940568475452197
380,BS_50,BS_50_2_AC.pickle,88,pre early,2.790697674418605
381,BS_49,BS_49_16_AC.pickle,10,post expert,4.4808743169398895
382,BS_49,BS_49_12_AC.pickle,6,pre expert,1.2121212121212117
383,BS_49,BS_49_12_AC.pickle,10,pre expert,10.3030303030303
384,BS_49,BS_49_12_AC.pickle,13,pre expert,4.646464646464645
385,BS_49,BS_49_12_AC.pickle,22,pre expert,3.3131313131313127
386,BS_49,BS_49_12_AC.pickle,39,pre expert,3.7575757575757582
387,BS_49,BS_49_12_AC.pickle,49,pre expert,0.6464646464646466
388,BS_67,BS_67_2_AC.pickle,1,post expert,1.8741633199464525
389,BS_70,BS_70_1_AC.pickle,1,pre late,12.5626204238921
390,BS_70,BS_70_1_AC.pickle,2,pre late,2.303921568627451
391,BS_70,BS_70_1_AC.pickle,13,pre late,35.87668593448939
392,BS_70,BS_70_1_AC.pickle,37,pre late,5.703275529865122
393,BS_70,BS_70_1_AC.pickle,66,pre late,2.54335260115607
394,BS_70,BS_70_1_AC.pickle,69,pre late,3.622350674373795
395,BS_70,BS_70_1_AC.pickle,73,pre late,2.157996146435452
396,BS_70,BS_70_1_AC.pickle,74,pre late,1.0019267822736033
