,session,clust,accuracy,NCR_ratio,learning_phase,animal
165,BS_108_3_AC.pickle,"[35, 44, 62, 81, 107, 144, 175, 195, 215, 224, 229, 254, 286, 340]",0.7504647435897437,0.42857142857142855,pre_expert,BS_108_3_AC
166,BS_108_3_AC.pickle,"[19, 35, 44, 81, 88, 107, 131, 144, 215, 254, 286, 316, 340, 348]",0.6936057692307693,0.5,pre_expert,BS_108_3_AC
167,BS_108_3_AC.pickle,"[44, 81, 155, 164, 175, 176, 186, 194, 224, 229, 242, 254, 256, 364]",0.6514853472501003,0.5,pre_expert,BS_108_3_AC
168,BS_108_3_AC.pickle,"[19, 62, 81, 107, 144, 175, 176, 186, 195, 242, 254, 272, 286, 340]",0.5641826923076924,0.2857142857142857,pre_expert,BS_108_3_AC
169,BS_108_3_AC.pickle,"[19, 46, 62, 81, 88, 131, 144, 155, 195, 224, 242, 256, 286, 364]",0.7827884615384616,0.2857142857142857,pre_expert,BS_108_3_AC
170,BS_108_3_AC.pickle,"[81, 131, 155, 175, 176, 186, 194, 195, 229, 242, 256, 316, 340, 362, 364]",0.5780837359098229,0.4666666666666667,pre_expert,BS_108_3_AC
171,BS_108_3_AC.pickle,"[35, 81, 88, 131, 195, 215, 224, 229, 242, 256, 272, 316, 348, 361, 364]",0.6820993589743589,0.4,pre_expert,BS_108_3_AC
172,BS_108_3_AC.pickle,"[19, 35, 81, 88, 131, 155, 176, 195, 215, 224, 256, 348, 361, 362, 364]",0.6228365384615384,0.3333333333333333,pre_expert,BS_108_3_AC
173,BS_108_3_AC.pickle,"[35, 46, 144, 155, 164, 176, 186, 194, 224, 254, 286, 340, 361, 362, 364]",0.7948717948717949,0.4,pre_expert,BS_108_3_AC
174,BS_108_3_AC.pickle,"[88, 107, 175, 176, 215, 254, 256, 272, 286, 316, 340, 348, 361, 362, 364]",0.7330288461538462,0.26666666666666666,pre_expert,BS_108_3_AC
175,BS_108_3_AC.pickle,"[19, 62, 81, 88, 131, 164, 175, 186, 224, 242, 254, 272, 340, 348, 364]",0.5322275641025642,0.3333333333333333,pre_expert,BS_108_3_AC
176,BS_108_3_AC.pickle,"[35, 44, 46, 62, 131, 155, 164, 175, 194, 195, 254, 272, 316, 361, 364]",0.8505288461538462,0.3333333333333333,pre_expert,BS_108_3_AC
177,BS_108_3_AC.pickle,"[19, 46, 107, 164, 175, 316, 340, 348, 361, 364]",0.8595352564102563,0.4,pre_expert,BS_108_3_AC
178,BS_108_3_AC.pickle,"[35, 62, 107, 131, 155, 164, 186, 195, 229, 242, 254, 272, 316, 361]",0.5832195905258932,0.42857142857142855,pre_expert,BS_108_3_AC
179,BS_108_3_AC.pickle,"[19, 62, 88, 131, 155, 176, 186, 194, 195, 215, 254, 348, 361, 362, 364]",0.6489743589743588,0.2,pre_expert,BS_108_3_AC
180,BS_108_3_AC.pickle,"[19, 107, 131, 144, 176, 215, 224, 348, 361, 362]",0.646698717948718,0.2,pre_expert,BS_108_3_AC
181,BS_108_3_AC.pickle,"[19, 35, 81, 88, 144, 155, 164, 175, 176, 224, 254, 362, 364]",0.5642673107890499,0.38461538461538464,pre_expert,BS_108_3_AC
182,BS_108_3_AC.pickle,"[35, 44, 46, 107, 131, 242, 272, 286, 316, 340, 348, 362, 364]",0.8466666666666668,0.38461538461538464,pre_expert,BS_108_3_AC
183,BS_108_3_AC.pickle,[348],0.6040544871794872,1.0,pre_expert,BS_108_3_AC
