,animal,session,phase,condition,FR modulation
85,BS_131,BS_131_4_opto_AC.pickle,2,opto,6.3120567375886525
86,BS_131,BS_131_4_opto_AC.pickle,2,opto,1.0945273631840795
87,BS_131,BS_131_5_opto_AC.pickle,2,opto,38.18415637860082
88,BS_131,BS_131_5_opto_AC.pickle,2,opto,16.657754010695186
89,BS_131,BS_131_5_opto_AC.pickle,2,opto,32.29292929292929
90,BS_131,BS_131_5_opto_AC.pickle,2,opto,22.43197278911565
91,BS_131,BS_131_5_opto_AC.pickle,2,opto,2.712215320910973
92,BS_131,BS_131_5_opto_AC.pickle,2,opto,2.306201550387598
93,BS_131,BS_131_5_opto_AC.pickle,2,opto,1.468926553672316
94,BS_131,BS_131_5_opto_AC.pickle,2,opto,2.477718360071301
95,BS_131,BS_131_5_opto_AC.pickle,2,opto,5.815347721822542
96,BS_131,BS_131_5_opto_AC.pickle,2,opto,5.0100401606425695
97,BS_86,BS_86_4_opto_AC.pickle,2,opto,0.8233532934131736
98,BS_86,BS_86_4_opto_AC.pickle,2,opto,0.6037924151696612
99,BS_86,BS_86_4_opto_AC.pickle,2,opto,1.8013972055888217
100,BS_86,BS_86_4_opto_AC.pickle,2,opto,2.8942115768463057
101,BS_86,BS_86_4_opto_AC.pickle,2,opto,1.441102756892231
102,BS_86,BS_86_4_opto_AC.pickle,2,opto,2.566371681415929
103,BS_86,BS_86_4_opto_AC.pickle,2,opto,3.160714285714286
104,BS_86,BS_86_4_opto_AC.pickle,2,opto,4.555888223552895
105,BS_86,BS_86_4_opto_AC.pickle,2,opto,2.7623456790123466
106,BS_86,BS_86_4_opto_AC.pickle,2,opto,4.030172413793101
107,BS_86,BS_86_4_opto_AC.pickle,2,opto,6.239316239316241
108,BS_86,BS_86_4_opto_AC.pickle,2,opto,1.5618762475049905
109,BS_86,BS_86_4_opto_AC.pickle,2,opto,1.8213572854291415
110,BS_86,BS_86_4_opto_AC.pickle,2,opto,2.5449101796407194
111,BS_86,BS_86_5_opto_AC.pickle,2,opto,3.1060606060606064
