,session,clust,accuracy,NCR_ratio,learning_phase,animal
154,BS_119_2_opto_AC.pickle,"[12, 22, 50, 65, 91, 129, 131, 140, 161]",0.6869187675070028,0.1111111111111111,post_early,BS_119_2_opto_AC
155,BS_119_2_opto_AC.pickle,"[16, 53, 61, 65, 67, 130, 131, 140, 173]",0.6326,0.2222222222222222,post_early,BS_119_2_opto_AC
156,BS_119_2_opto_AC.pickle,"[16, 53, 61, 65, 79, 91, 130, 173, 176]",0.5516025641025643,0.1111111111111111,post_early,BS_119_2_opto_AC
157,BS_119_2_opto_AC.pickle,"[12, 16, 22, 50, 65, 106, 140, 161, 189]",0.6826,0.1111111111111111,post_early,BS_119_2_opto_AC
158,BS_119_2_opto_AC.pickle,"[22, 50, 67, 79, 129, 161, 163, 176, 189]",0.5974839743589744,0.2222222222222222,post_early,BS_119_2_opto_AC
159,BS_119_2_opto_AC.pickle,"[12, 50, 53, 61, 65, 70, 129, 140, 163]",0.6313725490196079,0.1111111111111111,post_early,BS_119_2_opto_AC
160,BS_119_2_opto_AC.pickle,"[16, 50, 53, 67, 91, 106, 131, 161, 173]",0.6504,0.2222222222222222,post_early,BS_119_2_opto_AC
161,BS_119_2_opto_AC.pickle,"[12, 16, 67, 70, 106, 129, 130, 161, 189]",0.5302080832332934,0.2222222222222222,post_early,BS_119_2_opto_AC
162,BS_119_2_opto_AC.pickle,"[16, 22, 50, 61, 91, 106, 129, 130]",0.5928571428571429,0.125,post_early,BS_119_2_opto_AC
163,BS_119_2_opto_AC.pickle,"[12, 16, 53, 67, 91, 130, 131, 140, 161]",0.6576,0.2222222222222222,post_early,BS_119_2_opto_AC
164,BS_119_2_opto_AC.pickle,"[12, 16, 65, 67, 70, 106, 130, 131, 189]",0.6165999999999999,0.1111111111111111,post_early,BS_119_2_opto_AC
165,BS_119_2_opto_AC.pickle,"[12, 22, 50, 67, 91, 129, 161, 173, 189]",0.5367146858743497,0.2222222222222222,post_early,BS_119_2_opto_AC
166,BS_119_2_opto_AC.pickle,"[50, 53, 67, 91, 106, 129, 130, 131, 176]",0.5598076923076923,0.1111111111111111,post_early,BS_119_2_opto_AC
167,BS_119_2_opto_AC.pickle,"[16, 22, 70, 79, 106, 129, 140, 161, 173, 176]",0.5896634615384615,0.1,post_early,BS_119_2_opto_AC
168,BS_119_2_opto_AC.pickle,"[12, 22, 50, 61, 130, 131, 140, 161, 163, 173]",0.6808,0.2,post_early,BS_119_2_opto_AC
169,BS_119_2_opto_AC.pickle,"[22, 53, 65, 67, 70, 91, 106, 140, 173, 189]",0.5693757503001201,0.1,post_early,BS_119_2_opto_AC
170,BS_119_2_opto_AC.pickle,"[16, 50, 67, 70, 79, 91, 106, 130, 131, 176]",0.5308333333333334,0.1,post_early,BS_119_2_opto_AC
171,BS_119_2_opto_AC.pickle,"[16, 22, 50, 79, 91, 106, 129, 130, 131, 189]",0.6333053221288516,0.0,post_early,BS_119_2_opto_AC
172,BS_119_2_opto_AC.pickle,"[12, 16, 22, 50, 53, 79, 91, 130, 131, 163]",0.663,0.0,post_early,BS_119_2_opto_AC
173,BS_119_2_opto_AC.pickle,"[12, 16, 22, 65, 67, 70, 129, 130, 131, 189]",0.6031252501000399,0.1,post_early,BS_119_2_opto_AC
174,BS_119_2_opto_AC.pickle,"[12, 22, 50, 53, 65, 79, 129, 161, 173, 189]",0.5364505802320929,0.1,post_early,BS_119_2_opto_AC
175,BS_119_2_opto_AC.pickle,"[12, 16, 50, 61, 67, 70, 91, 129, 140, 189]",0.5301640656262505,0.2,post_early,BS_119_2_opto_AC
176,BS_119_2_opto_AC.pickle,"[12, 16, 22, 53, 79, 106, 129, 131, 173, 189]",0.6163505402160863,0.0,post_early,BS_119_2_opto_AC
177,BS_119_2_opto_AC.pickle,"[12, 61, 67, 106, 129]",0.469031612645058,0.4,post_early,BS_119_2_opto_AC
178,BS_119_2_opto_AC.pickle,"[50, 61, 65, 67, 70, 79, 130, 140, 176, 189]",0.5856570512820513,0.2,post_early,BS_119_2_opto_AC
