,animal,session,cluster ID,learning phase,target rate,nontarget rate
217,BS_40,BS_40_4_AC.pickle,10,pre late,0.8627450980392157,1.1700680272108848
218,BS_40,BS_40_4_AC.pickle,15,pre late,13.026315789473681,9.178082191780822
219,BS_40,BS_40_4_AC.pickle,18,pre late,22.78867102396514,15.585585585585584
220,BS_40,BS_40_4_AC.pickle,29,pre late,12.026143790849671,3.646258503401361
221,BS_40,BS_40_5_AC.pickle,5,pre late,-0.7662835249042144,1.481481481481481
222,BS_40,BS_40_5_AC.pickle,21,pre late,-0.3320561941251597,-0.6310013717421126
223,BS_40,BS_40_5_AC.pickle,22,pre late,-1.708333333333333,-1.6326530612244896
224,BS_40,BS_40_5_AC.pickle,27,pre late,19.49367088607595,10.560471976401178
225,BS_40,BS_40_6_AC.pickle,4,pre late,-0.4897959183673475,1.7647058823529413
226,BS_40,BS_40_6_AC.pickle,7,pre late,2.810457516339869,1.8430034129692832
227,BS_40,BS_40_6_AC.pickle,10,pre late,1.0675381263616557,-0.4778156996587031
228,BS_40,BS_40_6_AC.pickle,11,pre late,3.594771241830065,1.5699658703071675
229,BS_40,BS_40_6_AC.pickle,15,pre late,23.115468409586057,8.282138794084185
230,BS_40,BS_40_6_AC.pickle,21,pre late,4.1530054644808745,2.520045819014891
231,BS_40,BS_40_6_AC.pickle,24,pre late,8.540305010893245,7.212741751990897
232,BS_40,BS_40_6_AC.pickle,25,pre late,-1.0826210826210827,-0.5580029368575625
233,BS_40,BS_40_6_AC.pickle,26,pre late,3.899782135076253,-1.9795221843003417
234,BS_40,BS_40_6_AC.pickle,27,pre late,2.9411764705882337,1.319681456200227
235,BS_40,BS_40_7_AC.pickle,23,pre late,-4.299674267100977,-3.6632536973833902
236,BS_40,BS_40_7_AC.pickle,33,pre late,-7.8393051031487495,-7.554038680318545
237,BS_40,BS_40_7_AC.pickle,36,pre late,2.3529411764705883,1.257309941520468
238,BS_40,BS_40_7_AC.pickle,85,pre late,-3.3441910966340944,-2.616609783845279
239,BS_40,BS_40_8_AC.pickle,6,pre late,-1.6535433070866157,-1.9804741980474212
240,BS_40,BS_40_8_AC.pickle,25,pre late,0.6349206349206348,0.9219858156028369
241,BS_40,BS_40_8_AC.pickle,33,pre late,-0.5249343832020998,-1.0878661087866113
242,BS_40,BS_40_8_AC.pickle,34,pre late,-0.8136482939632548,-0.6136680613668062
243,BS_40,BS_40_8_AC.pickle,40,pre late,1.3213213213213215,-0.37914691943127954
244,BS_40,BS_40_8_AC.pickle,44,pre late,-1.2621359223300974,-0.6495726495726496
245,BS_40,BS_40_8_AC.pickle,45,pre late,1.4492753623188404,-0.6201550387596899
246,BS_40,BS_40_8_AC.pickle,48,pre late,1.0344827586206895,-1.1515151515151518
247,BS_41,BS_41_2_AC.pickle,10,post early,1.2314225053078554,-2.7941176470588234
248,BS_41,BS_41_2_AC.pickle,23,post early,0.3902439024390244,3.0131826741996233
249,BS_41,BS_41_2_AC.pickle,52,post early,1.8536585365853653,56.610169491525426
250,BS_41,BS_41_2_AC.pickle,55,post early,-0.8247422680412372,12.183908045977011
251,BS_41,BS_41_2_AC.pickle,70,post early,-0.6829268292682926,1.1676082862523542
252,BS_41,BS_41_2_AC.pickle,119,post early,1.6585365853658538,1.4312617702448214
253,BS_41,BS_41_2_AC.pickle,155,post early,-0.8333333333333334,5.7711442786069655
254,BS_41,BS_41_2_AC.pickle,200,post early,0.5084745762711864,12.533333333333333
255,BS_41,BS_41_2_AC.pickle,210,post early,-1.1707317073170733,1.6195856873822974
256,BS_41,BS_41_2_AC.pickle,236,post early,0.9090909090909092,10.864197530864196
257,BS_41,BS_41_4_AC.pickle,0,post late,-3.2734530938123756,4.333333333333334
258,BS_41,BS_41_4_AC.pickle,6,post late,-6.5931372549019605,-8.412698412698411
259,BS_41,BS_41_4_AC.pickle,8,post late,-3.947368421052631,-4.324324324324325
260,BS_41,BS_41_4_AC.pickle,10,post late,1.935483870967742,2.051282051282051
261,BS_41,BS_41_4_AC.pickle,17,post late,-1.4460784313725488,1.6666666666666665
262,BS_41,BS_41_4_AC.pickle,19,post late,5.514705882352941,25.158730158730158
263,BS_41,BS_41_4_AC.pickle,20,post late,-2.254901960784314,4.708994708994709
264,BS_41,BS_41_4_AC.pickle,21,post late,-1.510416666666667,10.40650406504065
265,BS_41,BS_41_4_AC.pickle,38,post late,-1.9362745098039218,4.17989417989418
266,BS_41,BS_41_4_AC.pickle,55,post late,-3.5784313725490207,-4.17989417989418
267,BS_41,BS_41_4_AC.pickle,57,post late,2.720588235294117,24.47089947089947
268,BS_41,BS_41_4_AC.pickle,64,post late,-2.573529411764706,10.952380952380953
269,BS_41,BS_41_4_AC.pickle,66,post late,-1.299019607843138,7.2486772486772475
270,BS_41,BS_41_4_AC.pickle,72,post late,-1.8872549019607856,-4.1534391534391535
271,BS_41,BS_41_4_AC.pickle,73,post late,1.7401960784313708,11.428571428571427
272,BS_41,BS_41_4_AC.pickle,77,post late,-0.5882352941176472,2.8571428571428577
273,BS_41,BS_41_4_AC.pickle,84,post late,-1.1764705882352942,3.3862433862433865
274,BS_41,BS_41_4_AC.pickle,87,post late,1.3821138211382114,3.3816425120772946
275,BS_41,BS_41_4_AC.pickle,95,post late,3.137254901960784,3.1746031746031744
276,BS_41,BS_41_4_AC.pickle,96,post late,-1.5196078431372557,6.507936507936508
277,BS_41,BS_41_4_AC.pickle,97,post late,0.49382716049382713,1.4333333333333331
278,BS_41,BS_41_4_AC.pickle,100,post late,0.7183908045977011,1.406727828746177
279,BS_41,BS_41_4_AC.pickle,101,post late,-6.617647058823529,-7.936507936507936
280,BS_41,BS_41_4_AC.pickle,109,post late,-2.7205882352941178,-5.264550264550266
281,BS_41,BS_41_4_AC.pickle,110,post late,5.490196078431371,3.9153439153439153
282,BS_41,BS_41_4_AC.pickle,114,post late,-0.857843137254902,2.46031746031746
283,BS_41,BS_41_4_AC.pickle,115,post late,2.230392156862745,10.52910052910053
284,BS_41,BS_41_4_AC.pickle,117,post late,3.9460784313725483,15.925925925925924
285,BS_41,BS_41_4_AC.pickle,119,post late,1.6911764705882355,7.195767195767196
286,BS_41,BS_41_5_AC.pickle,2,post late,-4.564102564102564,-3.482993197278912
287,BS_41,BS_41_5_AC.pickle,6,post late,1.9607843137254901,1.8726591760299625
288,BS_41,BS_41_5_AC.pickle,13,post late,3.2727272727272725,12.160493827160494
289,BS_41,BS_41_5_AC.pickle,15,post late,-1.9417475728155338,-3.2653061224489797
290,BS_41,BS_41_5_AC.pickle,67,post late,-1.3087934560327197,4.649122807017544
291,BS_41,BS_41_5_AC.pickle,68,post late,-3.1307550644567215,7.777777777777779
292,BS_41,BS_41_5_AC.pickle,73,post late,-6.974358974358975,-7.238095238095239
293,BS_41,BS_41_5_AC.pickle,74,post late,-3.846153846153845,11.054852320675106
294,BS_41,BS_41_5_AC.pickle,85,post late,0.995850622406639,2.3871906841339157
295,BS_41,BS_41_6_AC.pickle,1,post late,-0.6318082788671027,7.60919540229885
296,BS_41,BS_41_6_AC.pickle,3,post late,-3.7472766884531596,24.64367816091954
297,BS_41,BS_41_6_AC.pickle,6,post late,0.7692307692307694,-0.8658008658008659
298,BS_41,BS_41_6_AC.pickle,7,post late,2.440087145969499,13.701149425287355
299,BS_41,BS_41_6_AC.pickle,32,post late,-1.2996389891696751,-1.6793893129770991
300,BS_41,BS_41_7_AC.pickle,0,post late,1.7555555555555546,2.7857142857142847
301,BS_41,BS_41_7_AC.pickle,24,post late,-2.340425531914894,-10.1123595505618
302,BS_41,BS_41_7_AC.pickle,36,post late,3.473818646232438,7.642276422764226
303,BS_41,BS_41_7_AC.pickle,39,post late,1.0169491525423728,-1.4444444444444444
304,BS_41,BS_41_7_AC.pickle,50,post late,2.372479240806643,-1.6603773584905661
305,BS_41,BS_41_7_AC.pickle,54,post late,1.6666666666666665,5.214285714285714
306,BS_41,BS_41_7_AC.pickle,55,post late,1.511111111111111,-1.5952380952380953
307,BS_41,BS_41_7_AC.pickle,57,post late,-1.5111111111111115,1.6666666666666667
308,BS_41,BS_41_7_AC.pickle,59,post late,-4.492234169653524,18.75318066157761
309,BS_41,BS_41_7_AC.pickle,62,post late,-3.2880844645550535,-3.185550082101807
310,BS_41,BS_41_7_AC.pickle,63,post late,-1.2,-2.4761904761904763
311,BS_41,BS_41_7_AC.pickle,64,post late,5.422222222222223,-6.0
312,BS_41,BS_41_7_AC.pickle,73,post late,-0.7309941520467838,-0.5055292259083729
313,BS_41,BS_41_7_AC.pickle,76,post late,-0.30651340996168586,-0.4878048780487805
314,BS_41,BS_41_7_AC.pickle,81,post late,1.4384508990318121,-1.2444444444444445
315,BS_41,BS_41_7_AC.pickle,96,post late,-1.289537712895377,1.0852713178294573
316,BS_41,BS_41_8_AC.pickle,13,post late,-2.1100917431192663,-4.2105263157894735
317,BS_41,BS_41_8_AC.pickle,15,post late,2.1800947867298577,-3.416252072968491
